2026-09-17 14:23:35 host worker02.cluster job 3318988 task 5 stage recon cpus 8
slice 05: 102 frames x 21 spokes, ncc 8, grid (384, 384), max|x0| 0.0001088 (2s)
  ite = 0, cost = 0.000082
  ite = 1, cost = 0.000072
  ite = 2, cost = 0.000063
  ite = 3, cost = 0.000059
  ite = 4, cost = 0.000050
  ite = 5, cost = 0.000045
  ite = 6, cost = 0.000042
  ite = 7, cost = 0.000040
  ite = 8, cost = 0.000039
  ite = 0, cost = 0.000038
  ite = 1, cost = 0.000038
  ite = 2, cost = 0.000036
  ite = 3, cost = 0.000034
  ite = 4, cost = 0.000033
  ite = 5, cost = 0.000033
